iter	Passed	Remaining
405	6609	9669
406	6622	9649
407	6633	9624
408	6646	9604
409	6658	9581
410	6674	9565
411	6691	9549
412	6707	9533
413	6721	9514
414	6736	9496
415	6748	9474
416	6762	9454
417	6780	9441
418	6794	9421
419	6808	9401
420	6824	9386
421	6838	9366
422	6856	9352
423	6876	9341
424	6893	9326
425	6915	9318
426	6939	9311
427	6957	9298
428	6969	9277
429	6982	9256
430	7000	9241
431	7015	9223
432	7029	9205
433	7041	9183
434	7054	9162
435	7069	9145
436	7084	9126
437	7098	9108
438	7111	9087
439	7123	9066
440	7136	9045
441	7147	9023
442	7159	9001
443	7171	8980
444	7185	8961
445	7196	8939
446	7208	8918
447	7221	8897
448	7234	8878
449	7249	8860
450	7264	8843
451	7277	8822
452	7287	8799
453	7300	8779
454	7311	8757
455	7324	8738
456	7348	8730
457	7363	8713
458	7379	8697
459	7391	8677
460	7405	8659
461	7417	8638
462	7429	8617
463	7442	8597
464	7454	8577
465	7468	8558
466	7481	8538
467	7502	8528
468	7514	8507
469	7528	8489
470	7540	8468
471	7553	8449
472	7568	8432
473	7580	8411
474	7593	8392
475	7608	8375
476	7618	8352
477	7628	8330
478	7640	8310
479	7652	8290
480	7662	8267
481	7674	8247
482	7688	8229
483	7700	8209
484	7711	8188
485	7722	8167
486	7734	8147
487	7755	8137
488	7767	8116
489	7779	8097
490	7791	8076
491	7802	8055
492	7813	8035
493	7828	8018
494	7839	7997
495	7849	7975
496	7862	7957
497	7873	7936
498	7886	7918
499	7899	7899
500	7911	7879
501	7924	7861
502	7937	7843
503	7951	7825
504	7965	7808
505	7981	7792
506	7995	7774
507	8011	7759
508	8028	7744
509	8045	7729
510	8060	7713
511	8073	7695
512	8085	7675
513	8097	7656
514	8109	7637
515	8123	7619
516	8134	7599
517	8157	7590
518	8174	7575
519	8190	7560
520	8206	7545
521	8223	7530
522	8238	7513
523	8251	7495
524	8267	7479
525	8280	7461
526	8293	7444
527	8309	7428
528	8320	7408
529	8332	7389
530	8345	7371
531	8358	7352
532	8371	7335
533	8383	7315
534	8394	7296
535	8407	7278
536	8420	7259
537	8433	7242
538	8444	7222
539	8457	7204
540	8470	7187
541	8482	7168
542	8493	7147
543	8504	7128
544	8515	7109
545	8529	7092
546	8541	7073
547	8553	7055
548	8574	7043
549	8586	7025
550	8597	7005
551	8608	6986
552	8620	6968
553	8631	6948
554	8643	6930
555	8654	6911
556	8667	6893
557	8680	6875
558	8694	6859
559	8710	6844
560	8720	6824
561	8733	6806
562	8745	6788
563	8758	6770
564	8770	6752
565	8782	6734
566	8794	6716
567	8808	6699
568	8824	6684
569	8840	6669
570	8856	6653
571	8869	6636
572	8883	6619
573	8898	6603
574	8911	6586
575	8924	6569
576	8936	6551
577	8946	6531
578	8968	6521
579	8980	6503
580	8992	6484
581	9003	6466
582	9013	6447
583	9024	6428
584	9035	6409
585	9046	6391
586	9058	6373
587	9070	6355
588	9081	6337
589	9093	6319
590	9109	6304
591	9124	6288
592	9137	6271
593	9150	6254
594	9162	6236
595	9176	6220
596	9195	6207
597	9215	6194
598	9233	6181
599	9255	6170
600	9274	6157
601	9290	6142
602	9307	6128
603	9324	6113
604	9344	6100
605	9377	6097
606	9401	6087
607	9421	6074
608	9443	6063
609	9465	6051
610	9486	6039
611	9506	6027
612	9527	6014
613	9548	6002
614	9564	5987
615	9581	5972
616	9597	5957
617	9618	5945
618	9635	5930
619	9655	5917
620	9671	5902
621	9687	5887
622	9704	5872
623	9726	5861
624	9752	5851
625	9778	5842
626	9796	5828
627	9822	5818
628	9848	5808
629	9865	5794
630	9885	5780
631	9900	5765
632	9918	5750
633	9941	5739
634	9968	5729
635	9989	5717
636	10007	5703
637	10032	5692
638	10057	5682
639	10074	5667
640	10095	5654
641	10114	5639
642	10137	5628
643	10157	5615
644	10185	5605
645	10219	5600
646	10248	5591
647	10288	5588
648	10317	5579
649	10348	5572
650	10368	5558
651	10393	5547
652	10418	5536
653	10443	5525
654	10477	5518
655	10504	5508
656	10537	5501
657	10575	5496
658	10595	5482
659	10611	5466
660	10628	5451
661	10658	5441
662	10673	5425
663	10688	5408
664	10705	5393
665	10736	5384
666	10760	5372
667	10783	5359
668	10810	5348
669	10828	5333
670	10853	5321
671	10874	5307
672	10890	5291
673	10902	5273
674	10922	5258
675	10941	5244
676	10957	5228
677	10975	5212
678	10992	5196
679	11008	5180
680	11023	5163
681	11046	5150
682	11070	5138
683	11087	5122
684	11104	5106
685	11119	5089
686	11133	5072
687	11148	5055
688	11163	5038
689	11178	5022
690	11193	5005
691	11212	4990
692	11228	4974
693	11243	4957
694	11262	4942
695	11275	4924
696	11297	4911
697	11316	4896
698	11333	4880
699	11346	4862
700	11364	4847
701	11377	4829
702	11387	4811
703	11403	4794
704	11414	4776
705	11427	4758
706	11439	4741
707	11461	4727
708	11479	4711
709	11495	4695
710	11511	4679
711	11527	4662
712	11543	4646
713	11561	4631
714	11585	4617
715	11602	4601
716	11624	4588
717	11643	4573
718	11659	4556
719	11675	4540
720	11690	4523
721	11703	4506
722	11718	4489
723	11733	4472
724	11747	4455
725	11763	4439
726	11782	4424
727	11795	4407
728	11812	4391
729	11827	4374
730	11844	4358
731	11861	4342
732	11874	4325
733	11901	4313
734	11913	4295
735	11930	4279
736	11946	4263
737	11960	4246
738	11976	4229
739	11990	4212
740	12003	4195
741	12018	4178
742	12034	4162
743	12049	4145
744	12065	4129
745	12087	4115
746	12102	4098
747	12121	4083
748	12139	4068
749	12163	4054
750	12181	4038
751	12199	4023
752	12221	4008
753	12239	3993
754	12259	3978
755	12274	3961
756	12292	3946
757	12310	3930
758	12327	3914
759	12355	3901
760	12378	3887
761	12394	3871
762	12419	3857
763	12443	3843
764	12460	3827
765	12478	3811
766	12495	3796
767	12513	3780
768	12531	3764
769	12548	3748
770	12563	3731
771	12578	3715
772	12597	3699
773	12617	3684
774	12636	3668
775	12653	3652
776	12672	3637
777	12695	3622
778	12717	3607
779	12735	3591
780	12752	3576
781	12777	3562
782	12806	3549
783	12823	3533
784	12838	3516
785	12856	3500
786	12876	3485
787	12897	3469
788	12914	3453
789	12940	3439
790	12961	3424
791	12978	3408
792	12995	3392
793	13017	3377
794	13031	3360
795	13046	3343
796	13066	3327
797	13084	3312
798	13100	3295
799	13117	3279
800	13136	3263
801	13150	3246
802	13165	3229
803	13182	3213
804	13205	3198
805	13218	3181
806	13230	3164
807	13243	3146
808	13255	3129
809	13266	3111
810	13278	3094
811	13290	3077
812	13301	3059
813	13312	3041
814	13323	3024
815	13336	3007
816	13348	2989
817	13361	2972
818	13373	2955
819	13385	2938
820	13396	2920
821	13409	2903
822	13421	2886
823	13433	2869
824	13443	2851
825	13456	2834
826	13467	2817
827	13480	2800
828	13490	2782
829	13502	2765
830	13513	2748
831	13524	2730
832	13536	2713
833	13548	2696
834	13562	2680
835	13575	2663
836	13594	2647
837	13611	2631
838	13624	2614
839	13640	2598
840	13654	2581
841	13667	2564
842	13679	2547
843	13694	2531
844	13708	2514
845	13720	2497
846	13734	2480
847	13747	2464
848	13759	2447
849	13773	2430
850	13787	2414
851	13799	2397
852	13813	2380
853	13825	2363
854	13838	2346
855	13849	2329
856	13864	2313
857	13875	2296
858	13888	2279
859	13899	2262
860	13919	2247
861	13931	2230
862	13947	2214
863	13961	2197
864	13978	2181
865	13998	2166
866	14021	2150
867	14042	2135
868	14054	2118
869	14069	2102
870	14081	2085
871	14099	2069
872	14116	2053
873	14133	2037
874	14149	2021
875	14164	2005
876	14178	1988
877	14192	1972
878	14207	1955
879	14221	1939
880	14233	1922
881	14248	1906
882	14261	1889
883	14276	1873
884	14291	1857
885	14308	1841
886	14322	1824
887	14333	1807
888	14346	1791
889	14358	1774
890	14373	1758
891	14385	1741
892	14400	1725
893	14418	1709
894	14429	1692
895	14443	1676
896	14461	1660
897	14486	1645
898	14511	1630
899	14541	1615
900	14563	1600
901	14580	1584
902	14597	1568
903	14614	1551
904	14630	1535
905	14644	1519
906	14658	1503
907	14674	1486
908	14689	1470
909	14703	1454
910	14717	1437
911	14730	1421
912	14746	1405
913	14760	1388
914	14773	1372
915	14791	1356
916	14813	1340
917	14829	1324
918	14846	1308
919	14860	1292
920	14876	1276
921	14890	1259
922	14905	1243
923	14919	1227
924	14933	1210
925	14950	1194
926	14968	1178
927	14993	1163
928	15020	1147
929	15042	1132
930	15063	1116
931	15081	1100
932	15098	1084
933	15116	1068
934	15132	1052
935	15149	1035
936	15164	1019
937	15177	1003
938	15193	987
939	15209	970
940	15223	954
941	15246	938
942	15263	922
943	15279	906
944	15295	890
945	15308	873
946	15319	857
947	15332	841
948	15345	824
949	15361	808
950	15382	792
951	15403	776
952	15420	760
953	15444	744
954	15472	729
955	15501	713
956	15524	697
957	15558	682
958	15589	666
959	15624	651
960	15650	635
961	15683	619
962	15707	603
963	15724	587
964	15739	570
965	15752	554
966	15765	538
967	15779	521
968	15789	505
969	15804	488
970	15815	472
971	15826	455
972	15837	439
973	15851	423
974	15862	406
975	15875	390
976	15891	374
977	15903	357
978	15917	341
979	15932	325
980	15945	308
981	15967	292
982	15988	276
983	16014	260
984	16026	244
985	16038	227
986	16052	211
987	16064	195
988	16084	178
989	16097	162
990	16107	146
991	16119	129
992	16130	113
993	16144	97
994	16154	81
995	16166	64
996	16177	48
997	16188	32
998	16201	16
999	16212	0
